,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,zipcode,lat,long,year,month,price_per_sqft,bedroom_category
136,220000.0,4,1.75,2020,7840,1.0,1010,1010,1968,98003,47.3309,-122.299,2014,8,108.91089108910892,medium
137,452000.0,4,2.25,2590,10002,1.0,1340,1250,1968,98028,47.7689,-122.266,2014,5,174.51737451737452,medium
138,382500.0,2,1.0,1190,4440,1.0,1190,0,1981,98125,47.7135,-122.287,2014,7,321.42857142857144,small
139,519950.0,3,2.25,1170,1249,3.0,1170,0,2014,98107,47.6722,-122.381,2014,5,444.4017094017094,medium
140,665000.0,2,1.0,1110,3200,1.0,1110,0,1925,98119,47.6338,-122.358,2014,6,599.0990990990991,small
141,527700.0,5,2.5,2820,9375,1.0,1550,1270,1968,98006,47.5707,-122.128,2014,7,187.12765957446808,large
142,205000.0,3,1.0,1610,8579,1.0,1010,600,1962,98058,47.4563,-122.171,2015,5,127.32919254658385,medium
143,420000.0,3,1.0,1060,8097,1.0,940,120,1923,98133,47.7144,-122.351,2015,4,396.22641509433964,medium
144,500000.0,4,2.25,2030,8517,1.0,1380,650,1961,98006,47.5495,-122.174,2015,2,246.30541871921181,medium
145,921500.0,4,2.5,3670,315374,2.0,3670,0,1994,98077,47.7421,-122.026,2014,12,251.0899182561308,medium
146,890000.0,4,1.0,2550,4000,2.0,2370,180,1905,98109,47.6354,-122.353,2014,6,349.01960784313724,medium
147,430000.0,2,2.5,2420,60984,2.0,2420,0,2007,98027,47.5262,-121.943,2014,8,177.68595041322314,small
148,258000.0,5,2.0,2260,12500,1.0,1130,1130,1960,98032,47.3887,-122.286,2014,10,114.15929203539822,large
149,511000.0,3,1.0,1430,3455,1.0,980,450,1947,98103,47.6873,-122.336,2014,11,357.34265734265733,medium
150,532170.0,3,2.0,1360,3090,2.0,1360,0,1990,98103,47.6838,-122.353,2014,8,391.3014705882353,medium
151,560000.0,3,1.0,1110,5000,1.5,1110,0,1947,98107,47.655,-122.359,2015,4,504.5045045045045,medium
152,282950.0,3,1.0,1250,8200,1.0,1250,0,1954,98003,47.3255,-122.304,2015,3,226.36,medium
153,2250000.0,4,3.25,5180,19850,2.0,3540,1640,2006,98006,47.562,-122.162,2015,4,434.36293436293437,medium
154,350000.0,1,1.0,700,5100,1.0,700,0,1942,98115,47.679,-122.3,2014,5,500.0,small
155,215000.0,3,1.0,1180,7669,1.0,1180,0,1967,98058,47.4479,-122.176,2014,7,182.20338983050848,medium
156,650000.0,5,3.5,3960,25245,2.0,2500,1460,1996,98056,47.525,-122.172,2014,11,164.14141414141415,large
157,320000.0,4,2.75,2640,7500,1.0,1620,1020,1967,98023,47.3135,-122.369,2014,8,121.21212121212122,medium
158,247000.0,3,2.0,1270,7198,1.5,1270,0,1916,98022,47.2086,-121.996,2014,11,194.48818897637796,medium
159,320000.0,4,1.75,1760,11180,1.0,1760,0,1968,98059,47.4715,-122.118,2014,10,181.8181818181818,medium
160,255000.0,5,2.25,2060,8632,1.0,1030,1030,1962,98146,47.4877,-122.335,2014,5,123.7864077669903,large
161,438000.0,3,1.75,1780,9660,1.0,1780,0,1962,98034,47.7171,-122.193,2015,3,246.06741573033707,medium
162,900000.0,3,2.5,3400,16603,2.0,3400,0,2000,98075,47.6012,-122.023,2015,3,264.70588235294116,medium
163,441000.0,3,2.75,1910,7280,1.0,1160,750,1979,98034,47.7319,-122.224,2014,6,230.89005235602093,medium
164,420000.0,3,2.0,2020,38332,1.0,1010,1010,1975,98027,47.4582,-122.023,2014,8,207.92079207920793,medium
165,370000.0,3,1.75,1580,7000,1.0,1180,400,1976,98034,47.7209,-122.168,2014,12,234.1772151898734,medium
166,269950.0,2,1.75,1340,7250,1.0,700,640,1949,98198,47.408,-122.327,2015,2,201.455223880597,small
167,807100.0,4,2.5,2680,4499,2.0,2680,0,1999,98006,47.565,-122.125,2015,3,301.15671641791045,medium
168,653000.0,3,2.5,2680,9750,1.0,1610,1070,1979,98034,47.7028,-122.231,2014,6,243.65671641791045,medium
169,371500.0,3,2.0,1370,8336,1.0,1370,0,1964,98133,47.7458,-122.331,2014,6,271.1678832116788,medium
170,284000.0,3,1.75,1560,21000,1.0,1560,0,1954,98166,47.4776,-122.337,2015,3,182.05128205128204,medium
171,272000.0,3,1.75,2160,7140,1.0,1670,490,1978,98023,47.3026,-122.374,2015,1,125.92592592592592,medium
172,313000.0,3,1.5,1340,7912,1.5,1340,0,1955,98133,47.7658,-122.339,2014,5,233.5820895522388,medium
173,917500.0,4,2.5,3880,35003,2.0,2570,1310,1984,98033,47.6477,-122.182,2015,1,236.46907216494844,medium
174,673000.0,4,2.25,2590,8190,2.0,2590,0,1980,98006,47.5619,-122.125,2014,9,259.8455598455598,medium
175,425000.0,3,2.5,1120,1100,2.0,820,300,2008,98122,47.6106,-122.31,2015,2,379.4642857142857,medium
176,399950.0,5,2.75,1970,5400,1.0,1320,650,1986,98144,47.5868,-122.308,2014,7,203.0203045685279,large
177,385000.0,3,1.0,1220,4800,1.0,1220,0,1901,98122,47.6101,-122.307,2014,5,315.57377049180326,medium
178,269950.0,3,1.5,1950,7560,1.0,1320,630,1975,98022,47.1976,-121.999,2014,11,138.43589743589743,medium
179,330000.0,2,1.0,1350,8220,1.0,1060,290,1949,98177,47.7224,-122.358,2015,1,244.44444444444446,small
180,260000.0,3,2.5,1670,5797,2.0,1670,0,1988,98030,47.3505,-122.179,2014,7,155.688622754491,medium
181,470000.0,4,3.0,2380,5125,1.5,1680,700,1925,98126,47.5384,-122.376,2015,4,197.47899159663865,medium
182,589000.0,4,3.0,2440,9600,2.0,2440,0,1961,98034,47.7044,-122.2,2014,6,241.39344262295083,medium
183,163500.0,2,1.5,1050,3419,2.0,1050,0,1996,98038,47.3848,-122.039,2014,7,155.71428571428572,small
184,835000.0,4,2.75,3130,13412,2.0,2140,990,1993,98052,47.6993,-122.102,2014,9,266.77316293929715,medium
185,1095000.0,5,3.0,4090,12850,1.0,2090,2000,1986,98033,47.6627,-122.188,2014,11,267.72616136919316,large
186,269000.0,4,1.75,1490,10000,1.0,1100,390,1969,98023,47.3099,-122.379,2015,4,180.53691275167785,medium
187,560000.0,3,2.5,1900,8744,2.0,1900,0,1987,98074,47.62,-122.043,2014,5,294.7368421052632,medium
188,615000.0,4,1.0,1330,2400,1.5,1330,0,1901,98103,47.65,-122.34,2015,4,462.406015037594,medium
189,585188.0,3,2.25,2230,10026,1.0,1430,800,1975,98052,47.6647,-122.153,2014,12,262.41614349775784,medium
190,305000.0,3,1.75,1650,9480,1.0,1220,430,1977,98034,47.726,-122.191,2014,8,184.84848484848484,medium
191,166950.0,3,1.0,1190,8820,1.0,1190,0,1959,98058,47.4616,-122.184,2014,11,140.2941176470588,medium
192,799000.0,3,2.5,2140,9897,1.0,2140,0,1959,98040,47.5505,-122.219,2014,9,373.3644859813084,medium
193,400000.0,3,2.5,2180,7508,1.0,1420,760,1962,98133,47.7606,-122.336,2014,6,183.4862385321101,medium
194,230000.0,3,1.0,1060,10228,1.0,1060,0,1948,98155,47.7481,-122.3,2014,12,216.9811320754717,medium
195,256883.0,3,2.5,1690,5025,2.0,1690,0,2003,98023,47.2779,-122.347,2014,5,152.00177514792898,medium
196,423000.0,4,2.0,1970,6480,1.5,1130,840,1920,98108,47.5511,-122.312,2014,11,214.72081218274113,medium
197,465000.0,3,2.5,2150,4084,2.0,2150,0,2007,98126,47.5488,-122.372,2014,7,216.27906976744185,medium
198,440000.0,3,2.5,1910,66211,2.0,1910,0,1997,98024,47.5385,-121.911,2015,1,230.36649214659687,medium
199,385000.0,3,1.75,1350,155073,1.0,1350,0,1969,98038,47.4058,-121.994,2014,10,285.18518518518516,medium
200,210000.0,3,1.0,860,11725,1.0,860,0,1943,98056,47.5093,-122.184,2015,3,244.1860465116279,medium
201,297000.0,3,2.5,1940,14952,2.0,1940,0,1994,98042,47.3777,-122.165,2014,11,153.09278350515464,medium
202,470000.0,3,1.0,1010,5000,1.0,1010,0,1952,98107,47.675,-122.394,2014,7,465.34653465346537,medium
203,226500.0,3,1.5,1300,7370,1.0,900,400,1976,98023,47.3025,-122.37,2014,8,174.23076923076923,medium
204,274250.0,3,1.0,910,8450,1.0,910,0,1962,98059,47.4787,-122.158,2015,3,301.3736263736264,medium
205,840000.0,4,1.75,2480,11010,1.0,1630,850,1966,98040,47.5378,-122.219,2014,8,338.7096774193548,medium
206,677900.0,3,2.5,2440,4587,2.0,2440,0,2010,98052,47.7073,-122.114,2014,9,277.827868852459,medium
207,425000.0,3,1.0,1010,5864,1.0,1010,0,1915,98116,47.5733,-122.381,2015,2,420.7920792079208,medium
208,180250.0,2,0.75,900,9600,1.0,900,0,1941,98166,47.4604,-122.339,2014,11,200.27777777777777,small
209,464000.0,6,3.0,2300,3404,2.0,1600,700,1920,98133,47.7067,-122.343,2014,7,201.7391304347826,large
210,320000.0,4,2.25,1550,7579,2.0,1550,0,1993,98038,47.354,-122.047,2015,4,206.4516129032258,medium
211,625504.0,3,2.25,1270,1566,2.0,1060,210,2014,98105,47.6647,-122.284,2014,7,492.52283464566926,medium
212,592500.0,4,2.5,2240,12032,1.0,2240,0,1983,98074,47.6143,-122.017,2014,5,264.50892857142856,medium
213,465000.0,3,2.5,2714,17936,2.0,2714,0,2005,98001,47.3185,-122.275,2015,1,171.33382461311717,medium
214,477000.0,4,2.75,1720,6270,2.0,1720,0,1978,98118,47.5458,-122.268,2014,5,277.3255813953488,medium
215,280000.0,2,1.0,850,16400,1.0,850,0,1923,98168,47.4889,-122.299,2015,1,329.4117647058824,small
216,1505000.0,5,3.0,3300,33474,1.0,1870,1430,1957,98040,47.5673,-122.21,2015,2,456.06060606060606,large
217,445838.0,3,2.5,2250,5692,2.0,2250,0,2000,98146,47.5133,-122.379,2014,7,198.15022222222223,medium
218,1072000.0,2,2.25,3900,14864,1.0,1950,1950,1947,98144,47.5884,-122.291,2014,8,274.87179487179486,small
219,467000.0,2,1.5,1320,10800,1.0,1320,0,1947,98177,47.7145,-122.367,2014,10,353.7878787878788,small
220,686000.0,4,2.5,2760,6440,2.0,2760,0,1999,98075,47.5836,-122.026,2014,8,248.55072463768116,medium
221,279950.0,3,2.0,1750,9750,1.0,1350,400,1961,98198,47.398,-122.299,2014,6,159.97142857142856,medium
222,527000.0,4,2.25,2330,19436,2.0,2330,0,1987,98011,47.7663,-122.215,2014,9,226.1802575107296,medium
223,325000.0,3,2.25,2220,16020,1.0,1780,440,1966,98030,47.3758,-122.217,2014,9,146.3963963963964,medium
224,328000.0,3,2.25,2020,8379,2.0,2020,0,1994,98038,47.3828,-122.023,2014,9,162.37623762376236,medium
225,390000.0,3,2.25,1250,7500,1.0,1250,0,1942,98146,47.5123,-122.373,2014,6,312.0,medium
226,479950.0,2,2.0,1510,6516,1.0,1510,0,2005,98053,47.7076,-122.013,2015,3,317.8476821192053,small
227,264950.0,4,2.25,1720,9753,1.0,1120,600,1978,98023,47.2922,-122.371,2014,5,154.0406976744186,medium
228,235000.0,3,1.0,1430,15246,1.0,980,450,1961,98031,47.4075,-122.214,2015,1,164.33566433566435,medium
229,516500.0,3,2.5,1480,4729,2.0,1480,0,2004,98053,47.6794,-122.034,2015,3,348.9864864864865,medium
230,655000.0,2,1.75,1450,15798,2.0,1230,220,1915,98166,47.4497,-122.375,2015,4,451.7241379310345,small
231,500000.0,4,2.75,2280,15347,1.0,2280,0,1960,98059,47.5218,-122.164,2014,6,219.2982456140351,medium
232,315000.0,6,2.75,2940,7350,1.0,1780,1160,1978,98023,47.3103,-122.339,2014,11,107.14285714285714,large
